Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-09-28,12:52:37,"""CNR2735567""",Completed,"""CID5149083""",Go Sedan,Barakhamba Road,Udyog Bhawan,7.9,34.1,null,null,null,null,null,null,510,20.22,4.4,4.3,Uber Wallet
2024-09-23,21:40:27,"""CNR3010814""",Completed,"""CID9574443""",Premier Sedan,Nehru Place,Arjangarh,7.4,27.1,null,null,null,null,null,null,854,15.98,3.8,4.9,UPI
2024-08-10,17:21:23,"""CNR9087789""",Completed,"""CID6927506""",Go Mini,Shastri Park,Pulbangash,14.9,42.1,null,null,null,null,null,null,410,48.87,4.3,5.0,Cash
2024-12-19,05:54:22,"""CNR8396524""",Completed,"""CID1985218""",Auto,Vaishali,Tilak Nagar,6.9,41.7,null,null,null,null,null,null,910,33.18,3.7,4.6,Credit Card
2024-02-09,14:12:00,"""CNR5600859""",Completed,"""CID1786978""",Go Mini,Hauz Khas,Pataudi Chowk,14.5,28.2,null,null,null,null,null,null,956,41.32,4.2,4.6,UPI
2024-10-09,20:43:14,"""CNR7485216""",Completed,"""CID4807544""",Premier Sedan,Cyber Hub,Adarsh Nagar,14.8,23.1,null,null,null,null,null,null,180,45.47,4.3,4.6,UPI
2024-11-09,07:53:12,"""CNR4812131""",Incomplete,"""CID9022967""",Go Mini,Janakpuri,Noida Film City,5.0,27.7,null,null,null,null,1,Customer Demand,229,15.73,null,null,Uber Wallet
2024-12-28,16:55:32,"""CNR1734639""",Completed,"""CID7760232""",Go Sedan,Panipat,Sultanpur,6.4,41.0,null,null,null,null,null,null,698,19.58,4.7,4.2,Cash
2024-01-21,12:49:26,"""CNR7673420""",Completed,"""CID3337393""",Bike,IGNOU Road,Gurgaon Railway Station,13.7,44.1,null,null,null,null,null,null,206,26.34,4.6,4.6,Cash
2024-03-25,07:11:13,"""CNR9126818""",Cancelled by Customer,"""CID4460990""",Auto,Chanakyapuri,Pataudi Chowk,19.5,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-05-09,16:54:23,"""CNR2400099""",Completed,"""CID2243858""",eBike,Nirman Vihar,Golf Course Road,5.0,23.4,null,null,null,null,null,null,298,34.37,4.3,4.0,UPI
2024-08-31,20:43:28,"""CNR3965520""",Completed,"""CID8703941""",Bike,Karol Bagh,Tis Hazari,14.6,21.8,null,null,null,null,null,null,304,7.8,4.6,3.0,UPI
2024-03-27,03:21:09,"""CNR8405855""",Completed,"""CID6028092""",Auto,Subhash Nagar,IIT Delhi,3.3,42.4,null,null,null,null,null,null,549,43.18,3.7,4.9,Credit Card
2024-05-31,09:45:49,"""CNR9474933""",Cancelled by Customer,"""CID3239209""",Go Mini,Paschim Vihar,Moolchand,12.4,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-10-20,15:32:47,"""CNR6553745""",Incomplete,"""CID6609697""",Premier Sedan,Vidhan Sabha,Pitampura,3.0,29.2,null,null,null,null,1,Other Issue,3246,17.74,null,null,UPI
2024-02-22,13:14:41,"""CNR1443989""",Completed,"""CID4816108""",Go Sedan,Sadar Bazar Gurgaon,Panchsheel Park,9.5,17.2,null,null,null,null,null,null,432,28.32,3.7,4.6,Cash
2024-01-31,19:59:19,"""CNR9371935""",Cancelled by Driver,"""CID1169680""",Auto,Subhash Chowk,Saidulajab,11.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-07-08,19:42:05,"""CNR2825412""",Completed,"""CID4051766""",Premier Sedan,Udyog Bhawan,Govindpuri,6.1,37.7,null,null,null,null,null,null,455,19.54,4.2,4.6,Cash
2024-06-15,18:14:42,"""CNR4847302""",Cancelled by Customer,"""CID7947892""",Go Mini,Anand Vihar,Pitampura,14.0,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-02-12,08:28:08,"""CNR4926336""",Cancelled by Customer,"""CID6595957""",Premier Sedan,Pragati Maidan,Golf Course Road,17.4,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-04-26,15:05:54,"""CNR3763667""",Completed,"""CID3004130""",Premier Sedan,Greater Noida,Kherki Daula Toll,7.3,42.8,null,null,null,null,null,null,342,41.04,4.2,4.6,UPI
2024-01-21,21:08:43,"""CNR9615249""",Completed,"""CID2846527""",Go Sedan,Mayur Vihar,Mehrauli,5.9,27.4,null,null,null,null,null,null,455,42.67,4.9,4.4,UPI
2024-08-05,14:25:54,"""CNR4349481""",Completed,"""CID1732122""",Bike,Kalkaji,Jama Masjid,5.5,27.8,null,null,null,null,null,null,480,32.47,4.8,5.0,Credit Card
2024-10-23,15:38:49,"""CNR1013758""",Completed,"""CID1888914""",Bike,Dwarka Mor,Anand Vihar ISBT,5.2,18.5,null,null,null,null,null,null,838,20.98,4.3,4.1,UPI
2024-08-02,13:13:20,"""CNR6313285""",Completed,"""CID8592670""",Bike,Huda City Centre,Shahdara,11.1,28.5,null,null,null,null,null,null,423,34.29,4.3,4.2,Uber Wallet
2024-02-18,18:36:24,"""CNR4021979""",Completed,"""CID1398010""",Bike,Panchsheel Park,Ramesh Nagar,5.2,33.1,null,null,null,null,null,null,651,4.75,3.8,4.6,UPI
2024-08-02,20:37:57,"""CNR9047138""",Completed,"""CID5750022""",Go Mini,Kanhaiya Nagar,Pitampura,8.0,32.2,null,null,null,null,null,null,508,24.45,4.6,4.4,UPI
2024-07-25,10:53:53,"""CNR9981915""",Completed,"""CID7251289""",Go Mini,Udyog Vihar Phase 4,Nehru Place,11.0,24.6,null,null,null,null,null,null,650,7.92,3.6,4.9,UPI
2024-08-07,11:35:30,"""CNR6990854""",Completed,"""CID9143094""",Auto,Nehru Place,Madipur,10.2,43.0,null,null,null,null,null,null,270,28.68,4.2,3.9,UPI
2024-10-13,16:23:18,"""CNR2572985""",Completed,"""CID4392121""",Go Mini,Kanhaiya Nagar,Civil Lines Gurgaon,5.5,30.3,null,null,null,null,null,null,483,26.47,4.3,4.1,UPI
2024-03-05,18:26:41,"""CNR6081719""",Cancelled by Driver,"""CID9424996""",Bike,Karol Bagh,Kashmere Gate,11.5,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-07-13,19:11:18,"""CNR4906415""",No Driver Found,"""CID4994770""",Go Mini,Rajiv Nagar,Chhatarpur,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-04-18,18:44:55,"""CNR6240610""",Cancelled by Customer,"""CID3978559""",Auto,Bhikaji Cama Place,Sikanderpur,17.3,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-06-15,08:52:24,"""CNR5323811""",Cancelled by Customer,"""CID9909325""",Go Mini,Rajiv Chowk,Karkarduma,19.0,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-05-15,19:55:14,"""CNR7901712""",Completed,"""CID9692294""",Auto,Tis Hazari,Kashmere Gate,12.1,40.2,null,null,null,null,null,null,221,15.33,4.2,5.0,UPI
2024-10-27,08:39:50,"""CNR2991780""",Cancelled by Driver,"""CID5557511""",Bike,Chanakyapuri,Netaji Subhash Place,5.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-06-06,17:37:07,"""CNR9266499""",Completed,"""CID8547789""",Go Mini,Dilshad Garden,Samaypur Badli,2.3,19.5,null,null,null,null,null,null,618,42.99,4.3,3.4,Cash
2024-07-14,15:14:32,"""CNR8723096""",Cancelled by Driver,"""CID6687679""",Premier Sedan,Peeragarhi,Rithala,8.2,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-09-09,10:34:46,"""CNR6891752""",Cancelled by Driver,"""CID8532874""",Bike,Paharganj,Azadpur,4.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-02-06,11:39:19,"""CNR6357251""",Completed,"""CID7697361""",Premier Sedan,Khan Market,Golf Course Road,5.2,20.7,null,null,null,null,null,null,411,14.17,4.9,4.3,UPI
2024-03-17,12:59:37,"""CNR5496052""",Cancelled by Driver,"""CID3743367""",Go Mini,Saket A Block,Tughlakabad,10.8,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-06-29,16:10:06,"""CNR8747363""",Completed,"""CID1946096""",Auto,ITO,Sushant Lok,11.0,16.8,null,null,null,null,null,null,607,42.5,4.9,4.2,Credit Card
2024-11-16,09:47:51,"""CNR5565530""",Cancelled by Customer,"""CID5418506""",Premier Sedan,Anand Vihar ISBT,Nehru Place,10.6,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-12-07,19:49:31,"""CNR2701695""",Completed,"""CID4340656""",Go Sedan,AIIMS,Peeragarhi,6.5,28.9,null,null,null,null,null,null,1081,18.23,4.2,4.4,Credit Card
2024-03-28,17:34:20,"""CNR8149111""",Incomplete,"""CID1656830""",Go Mini,Nehru Place,Nawada,3.3,18.5,null,null,null,null,1,Other Issue,62,2.25,null,null,Debit Card
2024-01-13,11:27:51,"""CNR7328114""",No Driver Found,"""CID9913878""",Go Sedan,Tagore Garden,Chanakyapuri,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-12-06,18:28:22,"""CNR1411679""",Cancelled by Customer,"""CID7837964""",Go Mini,Preet Vihar,DLF Phase 3,5.5,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-03-23,11:02:23,"""CNR7030794""",Cancelled by Driver,"""CID2874970""",Go Sedan,Anand Vihar,Pragati Maidan,7.0,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-11-06,19:39:50,"""CNR3577740""",Cancelled by Driver,"""CID5566033""",eBike,Moolchand,Preet Vihar,4.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-05-14,16:44:59,"""CNR5823810""",Cancelled by Driver,"""CID8832989""",Premier Sedan,Lok Kalyan Marg,Lal Quila,8.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-13,21:37:51,"""CNR6986279""",Completed,"""CID8111615""",Auto,Saket,Karkarduma,4.0,17.2,null,null,null,null,null,null,180,24.93,4.6,4.9,UPI
2024-09-11,18:40:27,"""CNR7771111""",Completed,"""CID1324262""",Bike,Vatika Chowk,Rohini,7.3,16.5,null,null,null,null,null,null,820,33.33,4.3,4.4,Debit Card
2024-01-28,13:04:17,"""CNR8732016""",Completed,"""CID9803790""",Auto,Civil Lines Gurgaon,Rajiv Chowk,4.7,33.2,null,null,null,null,null,null,229,46.63,5.0,4.1,UPI
2024-06-23,10:31:06,"""CNR8181146""",Completed,"""CID4222809""",Go Mini,Delhi Gate,Inderlok,9.9,30.9,null,null,null,null,null,null,627,19.77,4.2,4.1,Credit Card
2024-04-18,06:38:14,"""CNR3681531""",Cancelled by Driver,"""CID8090958""",Bike,Lal Quila,Old Gurgaon,6.5,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-06-23,13:19:30,"""CNR5526136""",Cancelled by Driver,"""CID7090317""",Go Sedan,Sadar Bazar Gurgaon,Lal Quila,9.6,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-05-23,06:46:04,"""CNR7504882""",Completed,"""CID7852311""",Go Mini,Mehrauli,Khan Market,3.8,40.0,null,null,null,null,null,null,175,7.47,4.3,3.2,UPI
2024-01-21,22:52:41,"""CNR1369235""",Completed,"""CID5701591""",Bike,Nawada,Chirag Delhi,4.2,28.5,null,null,null,null,null,null,1307,10.13,4.9,4.9,Cash
2024-09-06,09:18:12,"""CNR9753987""",Cancelled by Customer,"""CID7970294""",eBike,Ardee City,Uttam Nagar,9.4,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-03-18,11:18:49,"""CNR3688066""",Completed,"""CID3399256""",Auto,Gurgaon Sector 29,Kashmere Gate,8.1,24.5,null,null,null,null,null,null,768,16.56,4.6,3.5,Cash
2024-11-28,21:32:48,"""CNR5755911""",Completed,"""CID8137861""",Auto,Sonipat,Azadpur,9.2,18.0,null,null,null,null,null,null,66,5.57,4.7,4.3,UPI
2024-05-02,21:04:45,"""CNR9838992""",Completed,"""CID4627013""",Auto,Keshav Puram,Ghaziabad,12.7,22.3,null,null,null,null,null,null,869,43.34,4.6,4.6,UPI
2024-08-10,16:47:46,"""CNR3788378""",Cancelled by Driver,"""CID6630161""",Bike,Pitampura,Munirka,9.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-07-23,15:09:06,"""CNR1527136""",Completed,"""CID5118524""",Uber XL,Kashmere Gate ISBT,Indraprastha,7.8,19.4,null,null,null,null,null,null,392,27.13,4.3,4.2,Cash
2024-09-16,06:40:46,"""CNR7147386""",Cancelled by Customer,"""CID6117110""",Uber XL,Saket,Uttam Nagar,14.1,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-04-03,13:32:48,"""CNR5612811""",Incomplete,"""CID1270453""",Go Mini,Mundka,Rohini,7.4,22.5,null,null,null,null,1,Vehicle Breakdown,958,16.7,null,null,Cash
2024-05-24,11:31:24,"""CNR7870625""",Completed,"""CID8103364""",Auto,Subhash Nagar,Jama Masjid,6.2,39.9,null,null,null,null,null,null,843,41.28,3.9,4.9,UPI
2024-06-19,14:53:25,"""CNR1560619""",Completed,"""CID6005431""",Bike,Civil Lines Gurgaon,Kadarpur,11.8,25.1,null,null,null,null,null,null,303,47.8,4.9,4.8,Cash
2024-12-30,23:17:05,"""CNR2265113""",Completed,"""CID4170406""",Go Mini,GTB Nagar,Anand Vihar ISBT,9.9,39.9,null,null,null,null,null,null,1855,38.91,4.3,4.6,UPI
2024-04-22,08:21:47,"""CNR6783798""",Completed,"""CID6257946""",Auto,Jasola,Kherki Daula Toll,5.4,35.5,null,null,null,null,null,null,427,8.24,4.6,3.7,UPI
2024-01-30,19:20:12,"""CNR8065473""",Completed,"""CID3427785""",eBike,Sonipat,Noida Film City,13.9,41.1,null,null,null,null,null,null,145,49.68,5.0,4.3,Uber Wallet
2024-03-27,10:29:03,"""CNR2225298""",Cancelled by Driver,"""CID1300434""",Bike,Ashram,Golf Course Road,9.9,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-10-09,11:49:27,"""CNR8016618""",No Driver Found,"""CID2235514""",Auto,Patel Chowk,Ghaziabad,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-02-12,20:19:31,"""CNR5830194""",Completed,"""CID1677766""",Premier Sedan,Patel Chowk,Preet Vihar,11.4,27.6,null,null,null,null,null,null,186,7.4,4.3,3.2,UPI
2024-01-02,13:15:34,"""CNR2166034""",No Driver Found,"""CID4744662""",Go Mini,Gwal Pahari,Kaushambi,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-07-18,18:46:35,"""CNR6439087""",Completed,"""CID2761257""",Go Sedan,Sushant Lok,Kashmere Gate,9.0,20.2,null,null,null,null,null,null,253,34.51,3.8,3.6,Uber Wallet
2024-12-07,05:46:47,"""CNR5409908""",Completed,"""CID3963721""",Go Mini,Inderlok,Connaught Place,12.2,19.1,null,null,null,null,null,null,472,25.5,5.0,4.6,Cash
2024-09-02,15:03:35,"""CNR5057083""",Cancelled by Driver,"""CID7865258""",Go Mini,Hauz Rani,Kirti Nagar,5.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-08-01,18:53:17,"""CNR5412108""",Completed,"""CID7740623""",Bike,Civil Lines Gurgaon,Ghaziabad,10.2,31.0,null,null,null,null,null,null,477,26.26,4.2,4.3,Uber Wallet
2024-05-27,19:49:56,"""CNR3519810""",Cancelled by Driver,"""CID6769401""",Bike,Jor Bagh,Vasant Kunj,3.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-10-08,16:19:12,"""CNR1182755""",Completed,"""CID2038401""",Bike,Pitampura,Mansarovar Park,5.1,18.6,null,null,null,null,null,null,773,23.01,4.5,4.8,UPI
2024-01-29,13:11:32,"""CNR4135725""",Completed,"""CID6611594""",Go Mini,IMT Manesar,Akshardham,11.8,16.1,null,null,null,null,null,null,694,37.97,5.0,4.6,Cash
2024-09-11,10:51:32,"""CNR6764802""",Completed,"""CID6998353""",eBike,Gurgaon Railway Station,Model Town,4.9,45.0,null,null,null,null,null,null,204,13.1,3.9,3.6,UPI
2024-02-16,07:11:37,"""CNR1627010""",Completed,"""CID9281654""",Go Sedan,Ghitorni Village,Sohna Road,5.2,24.2,null,null,null,null,null,null,413,3.56,4.7,3.9,UPI
2024-10-11,07:09:33,"""CNR4079143""",Completed,"""CID5925603""",Auto,Peeragarhi,Akshardham,12.1,22.0,null,null,null,null,null,null,408,29.83,4.3,4.6,Cash
2024-08-18,14:54:02,"""CNR3515203""",Completed,"""CID8741259""",Bike,Noida Sector 62,Rajouri Garden,9.6,36.9,null,null,null,null,null,null,647,28.04,4.3,4.9,Credit Card
2024-02-28,13:08:40,"""CNR3861641""",Completed,"""CID2091744""",Go Mini,Panchsheel Park,Delhi Gate,12.0,37.3,null,null,null,null,null,null,485,18.97,4.5,4.2,UPI
2024-11-26,19:23:13,"""CNR6900921""",No Driver Found,"""CID3480699""",Auto,Noida Sector 18,Palam Vihar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-12-25,01:28:22,"""CNR2174018""",Cancelled by Driver,"""CID9879683""",Bike,Shastri Nagar,INA Market,8.5,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-03-18,15:05:01,"""CNR4578057""",Completed,"""CID3625838""",Auto,Adarsh Nagar,MG Road,7.5,24.2,null,null,null,null,null,null,115,34.15,3.6,4.9,UPI
2024-09-25,21:30:26,"""CNR6826474""",Completed,"""CID8885199""",Bike,Qutub Minar,Golf Course Road,11.4,39.5,null,null,null,null,null,null,213,33.71,4.4,4.4,Credit Card
2024-08-11,15:26:11,"""CNR1862710""",Completed,"""CID8885424""",Go Sedan,Delhi Gate,Gurgaon Railway Station,8.6,23.9,null,null,null,null,null,null,724,4.79,4.3,4.7,Uber Wallet
2024-05-07,22:09:46,"""CNR1304247""",Cancelled by Driver,"""CID7365191""",Auto,Noida Sector 62,Ramesh Nagar,7.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-06-04,19:14:33,"""CNR8642232""",Incomplete,"""CID7640760""",Auto,Bhikaji Cama Place,Botanical Garden,9.4,13.7,null,null,null,null,1,Customer Demand,385,2.98,null,null,UPI
2024-08-12,18:58:19,"""CNR6814985""",Cancelled by Driver,"""CID2362609""",Go Mini,Maidan Garhi,Narsinghpur,9.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-12-30,21:58:10,"""CNR8609901""",Completed,"""CID5531817""",Auto,Vasant Kunj,Ashok Vihar,9.1,38.6,null,null,null,null,null,null,734,10.6,4.1,4.7,Cash
2024-02-20,21:22:38,"""CNR2302288""",No Driver Found,"""CID3003253""",eBike,IMT Manesar,Udyog Vihar Phase 4,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-11-17,08:24:21,"""CNR9941975""",Cancelled by Driver,"""CID5436649""",Go Mini,Jahangirpuri,Moti Nagar,10.5,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-04-06,17:06:09,"""CNR2858361""",Completed,"""CID9992763""",Auto,Maidan Garhi,Cyber Hub,5.7,41.7,null,null,null,null,null,null,1236,28.71,4.4,4.6,Uber Wallet
2024-03-28,21:09:00,"""CNR8838209""",Cancelled by Customer,"""CID5427322""",Auto,New Colony,Anand Vihar,19.7,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-07-27,07:30:40,"""CNR1997938""",Cancelled by Driver,"""CID2439465""",Auto,Sushant Lok,Bhiwadi,8.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-29,21:44:06,"""CNR6135028""",Completed,"""CID7345996""",Auto,Vaishali,Govindpuri,14.2,42.3,null,null,null,null,null,null,962,46.44,5.0,4.2,UPI
2024-03-19,14:59:04,"""CNR8121170""",Incomplete,"""CID8936367""",Go Sedan,Anand Vihar,Moolchand,5.0,13.1,null,null,null,null,1,Vehicle Breakdown,844,15.35,null,null,UPI
2024-07-30,09:08:34,"""CNR8760021""",Incomplete,"""CID9690600""",eBike,Rajiv Chowk,Vaishali,8.4,12.7,null,null,null,null,1,Other Issue,847,12.86,null,null,Uber Wallet
2024-09-25,19:04:44,"""CNR1899788""",Completed,"""CID3611694""",Auto,Rohini East,Maidan Garhi,14.0,41.2,null,null,null,null,null,null,358,42.79,4.1,4.7,UPI
2024-10-11,17:54:46,"""CNR8740449""",Completed,"""CID9968574""",Go Mini,Sadar Bazar Gurgaon,Chanakyapuri,11.0,35.6,null,null,null,null,null,null,716,31.77,4.8,4.2,Uber Wallet
2024-11-10,17:23:40,"""CNR4505089""",Completed,"""CID9531184""",Auto,Chirag Delhi,Chanakyapuri,11.4,41.7,null,null,null,null,null,null,1552,2.17,3.6,4.3,Uber Wallet
2024-03-23,22:41:54,"""CNR2157385""",Cancelled by Driver,"""CID1625445""",Auto,Keshav Puram,Paharganj,9.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-01-29,16:40:27,"""CNR8819886""",Completed,"""CID8163578""",Go Mini,Welcome,Ghaziabad,12.9,36.6,null,null,null,null,null,null,78,48.92,4.1,4.6,UPI
2024-01-11,09:44:52,"""CNR6384008""",Completed,"""CID2820481""",Go Sedan,Civil Lines Gurgaon,Arjangarh,5.9,15.8,null,null,null,null,null,null,766,42.48,5.0,4.7,Uber Wallet
2024-04-23,15:14:42,"""CNR4591812""",Completed,"""CID5443186""",Auto,Rajouri Garden,Greater Noida,5.0,27.1,null,null,null,null,null,null,85,13.45,4.2,4.9,Cash
2024-09-01,11:03:38,"""CNR9519200""",Completed,"""CID1431130""",Bike,Karkarduma,Seelampur,11.9,30.8,null,null,null,null,null,null,851,12.93,4.3,4.9,UPI
2024-01-20,09:15:34,"""CNR9278315""",Completed,"""CID7914859""",Auto,IIT Delhi,Malviya Nagar,11.6,30.9,null,null,null,null,null,null,66,44.91,3.2,4.9,Credit Card
2024-05-10,10:10:46,"""CNR7415588""",Completed,"""CID7371454""",Bike,Vinobapuri,Hauz Rani,14.4,44.7,null,null,null,null,null,null,481,40.97,4.3,4.2,UPI
2024-11-12,11:19:43,"""CNR7003770""",Cancelled by Driver,"""CID1323983""",Go Sedan,IGI Airport,Maidan Garhi,8.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-08-28,21:11:22,"""CNR8945347""",Completed,"""CID3034083""",eBike,Gurgaon Sector 29,Rajiv Nagar,10.3,33.2,null,null,null,null,null,null,838,24.0,4.4,4.1,UPI
2024-05-01,12:28:00,"""CNR5002223""",Completed,"""CID3778246""",Auto,Keshav Puram,Kirti Nagar,7.1,25.5,null,null,null,null,null,null,498,44.69,3.8,4.2,Cash
2024-05-13,14:48:55,"""CNR9610865""",Completed,"""CID7148218""",eBike,Sonipat,Janakpuri,13.3,39.0,null,null,null,null,null,null,65,25.81,4.1,4.5,Uber Wallet
2024-04-19,12:10:30,"""CNR8757419""",Completed,"""CID9501180""",Go Sedan,Tis Hazari,Basai Dhankot,11.6,37.2,null,null,null,null,null,null,331,8.89,4.4,4.9,Uber Wallet
2024-10-08,19:19:12,"""CNR3359707""",Completed,"""CID6811209""",Auto,Greater Noida,Gwal Pahari,12.7,25.9,null,null,null,null,null,null,528,13.27,4.4,4.3,UPI
2024-02-12,13:18:38,"""CNR8238738""",Completed,"""CID5045890""",Auto,Kashmere Gate ISBT,ITO,11.2,16.7,null,null,null,null,null,null,539,27.15,4.1,4.6,UPI
2024-04-27,04:05:37,"""CNR5570291""",Cancelled by Customer,"""CID3410975""",Premier Sedan,Gurgaon Railway Station,Noida Sector 18,14.1,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-02-08,10:41:44,"""CNR6311885""",Completed,"""CID3156330""",Auto,Dilshad Garden,Faridabad Sector 15,6.8,19.3,null,null,null,null,null,null,365,34.82,4.6,4.8,UPI
2024-06-10,19:22:08,"""CNR5794138""",Cancelled by Customer,"""CID5368329""",Bike,IMT Manesar,Gurgaon Sector 56,5.0,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-02-10,15:03:01,"""CNR6770534""",Completed,"""CID7510638""",Go Mini,Karkarduma,Noida Extension,3.0,18.6,null,null,null,null,null,null,412,38.31,4.6,4.7,Uber Wallet
2024-07-17,09:56:43,"""CNR1801150""",Completed,"""CID1663213""",Auto,Cyber Hub,Jasola,14.8,20.4,null,null,null,null,null,null,442,33.87,4.3,5.0,UPI
2024-06-03,08:00:26,"""CNR1553905""",Completed,"""CID8653963""",Go Mini,Gwal Pahari,Bahadurgarh,7.4,33.6,null,null,null,null,null,null,312,6.6,4.2,4.7,Uber Wallet
2024-09-02,17:34:36,"""CNR4917126""",Completed,"""CID9441280""",Go Mini,Ghaziabad,Huda City Centre,14.0,25.9,null,null,null,null,null,null,633,14.09,4.6,4.8,Uber Wallet
2024-10-28,05:58:05,"""CNR9933910""",Completed,"""CID1999454""",Auto,Ghitorni Village,Govindpuri,9.4,36.6,null,null,null,null,null,null,325,39.21,4.3,4.1,Cash
2024-02-08,17:42:27,"""CNR3318289""",Completed,"""CID3156254""",Auto,Rajiv Nagar,Gurgaon Railway Station,14.3,18.0,null,null,null,null,null,null,322,39.13,3.9,3.0,UPI
2024-11-13,17:34:39,"""CNR8143673""",Cancelled by Driver,"""CID6332061""",Premier Sedan,Meerut,Shahdara,5.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-04-26,17:45:52,"""CNR4199814""",Completed,"""CID2659693""",Go Mini,Tilak Nagar,ITO,3.1,33.8,null,null,null,null,null,null,784,26.04,4.9,4.6,UPI
2024-10-29,13:13:58,"""CNR5149504""",Incomplete,"""CID2896335""",Auto,Chhatarpur,Chirag Delhi,4.3,29.5,null,null,null,null,1,Vehicle Breakdown,59,10.86,null,null,Uber Wallet
2024-11-27,14:13:07,"""CNR5537376""",Cancelled by Driver,"""CID9851903""",Go Mini,Jahangirpuri,Vidhan Sabha,10.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-06-14,19:05:35,"""CNR8418843""",Completed,"""CID2794391""",Go Sedan,Sushant Lok,Welcome,2.5,31.7,null,null,null,null,null,null,765,28.31,4.4,4.5,UPI
2024-12-23,19:30:22,"""CNR1157969""",Completed,"""CID6431177""",Bike,Kaushambi,Vaishali,11.3,16.8,null,null,null,null,null,null,115,35.48,4.1,4.7,Cash
2024-07-28,05:56:44,"""CNR8035693""",Completed,"""CID6549968""",Go Sedan,Ardee City,Kadarpur,9.0,37.2,null,null,null,null,null,null,455,33.93,3.8,4.9,Credit Card
2024-12-22,08:49:48,"""CNR5789339""",Completed,"""CID6878652""",Auto,Civil Lines Gurgaon,Tagore Garden,8.2,30.2,null,null,null,null,null,null,938,7.12,4.7,4.6,Uber Wallet
2024-10-26,02:17:05,"""CNR1483503""",Completed,"""CID9387523""",Bike,Vatika Chowk,Lal Quila,8.8,30.3,null,null,null,null,null,null,264,36.35,3.9,4.4,Cash
2024-04-04,14:44:40,"""CNR3554697""",Completed,"""CID1566617""",Auto,Chanakyapuri,Connaught Place,2.2,28.5,null,null,null,null,null,null,634,33.42,4.1,4.3,Debit Card
2024-06-08,12:34:10,"""CNR9403564""",Completed,"""CID1814570""",Go Sedan,Mansarovar Park,Chhatarpur,13.4,38.0,null,null,null,null,null,null,359,18.66,3.7,4.9,Cash
2024-08-01,18:28:27,"""CNR7327497""",Completed,"""CID6851441""",eBike,Rajiv Chowk,Panchsheel Park,5.3,31.3,null,null,null,null,null,null,682,42.0,3.6,4.1,Cash
